B;C;D;E;F;G;H;I;J;K;L;M;N
TIME DAYY;DATE;MONTH;YEAR;DAY;DISTRICT;TYPES_OF_CAUSES;ALERT LEVEL;AMOUNT_DAMAGE;TEMPERATURE;TYPE_OF_ESTABLIHMENT;LATITUDE;LONGITUDE
11AM;42372;JANUARY;2016;Sunday;Tondo;Electrical connection;1st Alarm;200.00;28;Electrical;;
6PM;42374;JANUARY;2016;Tuesday;Santa Mesa;Electrical connection;1st Alarm;500.00;28;Residential;;
2AM;42375;JANUARY;2016;Wednesday;Santa Cruz;Electrical connection;1st Alarm;500.00;26;Residential;;
3AM;42376;JANUARY;2016;Thursday;Santa Mesa;Under Investigation;3rd Alarm;300,000.00;28;Residential;;
5AM;42376;JANUARY;2016;Thursday;Quiapo;Candle;1st Alarm;500.00;28;Residential;;
6PM;42376;JANUARY;2016;Thursday;Quiapo;Electrical connection;1st Alarm;500.00;28;Electrical;;
10AM;42377;JANUARY;2016;Friday;Sampaloc;Electrical connection;1st Alarm;2,000.00;28;Residential;;
10AM;42377;JANUARY;2016;Friday;Santa Cruz;Candle;1st Alarm;2,000.00;28;Residential;;
12PM;42377;JANUARY;2016;Friday;Binondo;Open flame;1st Alarm;2,000.00;28;Residential;;
7PM;42377;JANUARY;2016;Friday;Santa Cruz;Electrical connection;1st Alarm;2,000.00;28;Residential;;
5PM;42379;JANUARY;2016;Sunday;Tondo;Open flame;1st Alarm;500.00;28;Rubbish;;
2PM;42380;JANUARY;2016;Monday;Santa Mesa;LPG Leak, Gas, Keresone, Charcoal Stove;1st Alarm;2,000.00;29;Residential;;
1AM;42381;JANUARY;2016;Tuesday;Santa Mesa;Electrical connection;2nd Alarm;30,000.00;28;Residential;;
4PM;42381;JANUARY;2016;Tuesday;Port Area;Cigarette Butt;1st Alarm;200.00;28;Rubbish;;
2PM;42382;JANUARY;2016;Wednesday;Tondo;Under Investigation;2nd Alarm;5,000.00;27;Residential;;
9AM;42383;JANUARY;2016;Thursday;Paco;Open flame;1st Alarm;2,000.00;28;Grass fire;;
11AM;42383;JANUARY;2016;Thursday;Santa Mesa;Open flame;1st Alarm;2,000.00;28;Rubbish;;
12PM;42383;JANUARY;2016;Thursday;Tondo;Electrical connection;1st Alarm;2,000.00;28;Commercial;;
8PM;42383;JANUARY;2016;Thursday;Tondo;Electrical connection;1st Alarm;2,000.00;28;Residential;;
4PM;42386;JANUARY;2016;Sunday;Santa Mesa;Electrical connection;1st Alarm;5,000.00;28;Vehicle;;
12PM;42387;JANUARY;2016;Monday;Ermita;Electrical connection;1st Alarm;200.00;28;Electrical;;
1PM;42387;JANUARY;2016;Monday;San Andres;Cigarette Butt;1st Alarm;200.00;28;Rubbish;;
6PM;42387;JANUARY;2016;Monday;Tondo;Electrical connection;1st Alarm;200.00;28;Electrical;;
6AM;42388;JANUARY;2016;Tuesday;Tondo;Electrical connection;1st Alarm;200.00;29;Residential;;
11AM;42389;JANUARY;2016;Wednesday;Santa Mesa;Under Investigation;4th Alarm;300,000.00;29;Residential;;
8PM;42389;JANUARY;2016;Wednesday;Malate;Under Investigation;5th Alarm;500,000.00;29;Residential;;
4AM;42391;JANUARY;2016;Friday;Santa Cruz;Under Investigation;1st Alarm;5,000.00;28;Vehicle;;
4AM;42391;JANUARY;2016;Friday;Sampaloc;Under Investigation;2nd Alarm;100,000.00;28;Residential;;
5AM;42394;JANUARY;2016;Monday;Ermita;Cigarette Butt;1st Alarm;200.00;28;Rubbish;;
12PM;42394;JANUARY;2016;Monday;Sampaloc;Arson;1st Alarm;1,000.00;28;Residential;;
10PM;42394;JANUARY;2016;Monday;Paco;Under Investigation;2nd Alarm;50,000.00;28;Commercial;;
12PM;42395;JANUARY;2016;Tuesday;Santa Cruz;Electrical connection;1st Alarm;5,000.00;28;Residential;;
10PM;42395;JANUARY;2016;Tuesday;Santa Mesa;Electrical connection;1st Alarm;500.00;28;Residential;;
6AM;42395;JANUARY;2016;Tuesday;Pandacan;Other;1st Alarm;500.00;28;Residential;;
12PM;42396;JANUARY;2016;Wednesday;Tondo;Electrical connection;1st Alarm;200.00;28;Residential;;
12PM;42396;JANUARY;2016;Wednesday;Intramuros;Cigarette Butt;1st Alarm ;200.00;28;Rubbish;;
12PM;42396;JANUARY;2016;Wednesday;Tondo;Air-conditioned Fire/Air-cooler/Fan;1st Alarm;200.00;28;Residential;;
3AM;42397;JANUARY;2016;Thursday;Tondo;Electrical connection;1st Alarm;200.00;29;Residential;;
7PM;42397;JANUARY;2016;Thursday;Tondo;Under Investigation;4th alarm;2,000,000.00;29;Residential;;
6PM;42397;JANUARY;2016;Thursday;Tondo;Open flame;1st Alarm;2,000.00;29;Electrical;;
2PM;42399;JANUARY;2016;Saturday;Tondo;Cigarette Butt;1st Alarm;200.00;26;Rubbish;;
8PM;42399;JANUARY;2016;Saturday;Ermita;Electrical connection;1st Alarm;200.00;26;Electrical;;
8PM;42399;JANUARY;2016;Saturday;Tondo;Under Investigation;1st Alarm;100,000.00;26;Vehicle;;
9PM;42399;JANUARY;2016;Saturday;Malate;Under Investigation;1st Alarm;100,000.00;26;Residential;;
4AM;42399;JANUARY;2016;Saturday;Binondo;Under Investigation;1st Alarm;5,000.00;26;Vehicle;;
8AM;42400;JANUARY;2016;Sunday;Santa Ana;LPG Leak, Gas, Keresone, Charcoal Stove;1st Alarm;1,000.00;29;unclear;;
8AM;42400;JANUARY;2016;Sunday;Port Area;Electrical connection;1st Alarm;500.00;29;Electrical;;
11AM;42400;JANUARY;2016;Sunday;Binondo;Electrical connection;1st Alarm;500.00;29;Electrical;;
9PM;42400;JANUARY;2016;Sunday;Tondo;Electrical connection;1st Alarm;200.00;29;Electrical;;
8PM;42401;FEBRUARY;2016;Monday;Sampaloc;Electrical connection;1st Alarm;200.00;28;Residential;;
9PM;42401;FEBRUARY;2016;Monday;Paco;Electrical connection;1st Alarm;1,000.00;28;Electrical;;
4PM;42402;FEBRUARY;2016;Tuesday;Tondo;Electrical connection;1st Alarm;200.00;29;Residential;;
9PM;42402;FEBRUARY;2016;Tuesday;Tondo;Air-conditioned Fire/Air-cooler/Fan;1st Alarm;200.00;29;Vehicle;;
2AM;42404;FEBRUARY;2016;Thursday;Sampaloc;Arson;1st Alarm;10,000.00;28;Residential;;
10AM;42404;FEBRUARY;2016;Thursday;Binondo;Under Investigation;1st Alarm;50,000.00;28;Commercial;;
11AM;42404;FEBRUARY;2016;Thursday;Santa Cruz;Electrical connection;1st Alarm;2,000.00;28;Residential;;
3PM;42404;FEBRUARY;2016;Thursday;Santa Ana;Electrical connection;2nd Alarm;50,000.00;28;Residential;;
3PM;42404;FEBRUARY;2016;Thursday;Sampaloc;Matchstick and Lighter;1st Alarm;500.00;28;Electrical;;
4PM;42404;FEBRUARY;2016;Thursday;Tondo;Electrical connection;1st Alarm;500.00;28;Residential;;
5PM;42404;FEBRUARY;2016;Thursday;Santa Mesa;Under Investigation;2nd Alarm;30,000.00;28;Electrical;;
11AM;42406;FEBRUARY;2016;Saturday;Tondo;Electrical connection;1st Alarm;500.00;25;Electrical;;
8PM;42406;FEBRUARY;2016;Saturday;Santa Cruz;Electrical connection;1st Alarm;500.00;25;Electrical;;
12AM;42408;FEBRUARY;2016;Monday;Santa Mesa;Electrical connection;1st Alarm;200.00;26;Commercial;;
4AM;42408;FEBRUARY;2016;Monday;Sampaloc;Under Investigation;4th Alarm;1,500,000.00;26;Residential;;
3PM;42408;FEBRUARY;2016;Monday;Tondo;Electrical connection;1st Alarm;500.00;26;Vehicle;;
7PM;42408;FEBRUARY;2016;Monday;Sampaloc;Electrical connection;1st Alarm;500.00;26;Residential;;
5PM;42409;FEBRUARY;2016;Tuesday;Santa Cruz;Unattended cooking;1st Alarm;500.00;25;Commercial;;
2AM;42410;FEBRUARY;2016;Wednesday;Sampaloc;Under Investigation;2nd Alarm;50,000.00;28;Electrical;;
3AM;42410;FEBRUARY;2016;Wednesday;Santa Cruz;Electrical connection;1st Alarm;500.00;28;Electrical;;
10AM;42411;FEBRUARY;2016;Thursday;Sampaloc;Electrical connection;1st Alarm;200.00;28;Residential;;
12PM;42411;FEBRUARY;2016;Thursday;Tondo;Under Investigation;Task force Delta;2,000,000.00;28;Residential;;
8PM;42411;FEBRUARY;2016;Thursday;Ermita;Open flame;1st Alarm;200.00;28;Electrical;;
10PM;42411;FEBRUARY;2016;Thursday;Tondo;Electrical connection;1st Alarm;200.00;28;Residential;;
10PM;42411;FEBRUARY;2016;Thursday;Tondo;Alcohol Lamp Fire;1st Alarm;500.00;28;Electrical;;
7AM;42412;FEBRUARY;2016;Friday;Malate;Electrical connection;1st Alarm;200.00;28;Residential;;
2PM;42412;FEBRUARY;2016;Friday;Santa Cruz;Under Investigation;2nd Alarm;100,000.00;28;Residential;;
7PM;42413;FEBRUARY;2016;Saturday;Sampaloc;Battery-related / Cellphone / Charger;1st Alarm;500.00;28;Electrical;;
3PM;42414;FEBRUARY;2016;Sunday;Sampaloc;Electrical connection;1st Alarm;200.00;28;Vehicle;;
11PM;42414;FEBRUARY;2016;Sunday;Santa Mesa;Electrical connection;1st Alarm;2,000.00;28;Residential;;
8AM;42415;FEBRUARY;2016;Monday;Santa Cruz;Air-conditioned Fire/Air-cooler/Fan;1st Alarm;500.00;27;Electrical;;
8PM;42415;FEBRUARY;2016;Monday;Sampaloc;Electrical connection;1st Alarm;500.00;27;Residential;;
12PM;42416;FEBRUARY;2016;Tuesday;Sampaloc;Under Investigation;3rd Alarm ;200,000.00;27;Electrical;;
4PM;42416;FEBRUARY;2016;Tuesday;Intramuros;Electrical connection;1st Alarm;200.00;27;Residential;;
7AM;42417;FEBRUARY;2016;Wednesday;Santa Cruz;Under Investigation;4th Alarm;1,500,000.00;27;Residential;;
9PM;42417;FEBRUARY;2016;Wednesday;Santa Mesa;Under Investigation;2nd Alarm;20,000.00;27;ReCom;;
5PM;42418;FEBRUARY;2016;Thursday;Sampaloc;Under Investigation;3rd Alarm ;400,000.00;27;Residential;;
11AM;42420;FEBRUARY;2016;Saturday;Tondo;Electrical connection;1st Alarm;200.00;28;Electrical;;
2PM;42420;FEBRUARY;2016;Saturday;Santa Mesa;Electrical connection;1st Alarm;200.00;28;Rubbish;;
6PM;42420;FEBRUARY;2016;Saturday;Ermita;Cigarette Butt;1st Alarm;200.00;28;Residential;;
8AM;42421;FEBRUARY;2016;Sunday;Tondo;Arson;1st Alarm ;5,000.00;28;Rubbish;;
2PM;42421;FEBRUARY;2016;Sunday;Sampaloc;Open flame;1st Alarm;500.00;28;Residential;;
3PM;42422;FEBRUARY;2016;Monday;Santa Ana;Under Investigation;3rd Alarm ;200,000.00;29;Rubbish;;
8PM;42422;FEBRUARY;2016;Monday;Tondo;Open flame;1st Alarm;200.00;29;Electrical;;
10PM;42422;FEBRUARY;2016;Monday;Tondo;Electrical connection;1st Alarm;200.00;29;Electrical;;
12AM;42423;FEBRUARY;2016;Tuesday;Sampaloc;Electrical connection;1st Alarm;200.00;29;Vehicle;;
5AM;42423;FEBRUARY;2016;Tuesday;Tondo;Electrical connection;1st Alarm;2,000.00;29;Residential;;
8PM;42423;FEBRUARY;2016;Tuesday;Quiapo;Matress Fire;1st Alarm;200.00;29;Electrical;;
4AM;42424;FEBRUARY;2016;Wednesday;Santa Mesa;Electrical connection;1st Alarm;200.00;27;Residential;;
1PM;42424;FEBRUARY;2016;Wednesday;Binondo;Air-conditioned Fire/Air-cooler/Fan;1st Alarm;500.00;27;Electrical;;
11AM;42425;FEBRUARY;2016;Thursday;Santa Cruz;Electrical connection;1st Alarm;500.00;28;Residential;;
7PM;42425;FEBRUARY;2016;Thursday;Quiapo;Matress Fire;1st Alarm;500.00;28;Residential;;
8AM;42426;FEBRUARY;2016;Friday;Tondo;Electrical connection;1st Alarm;200.00;27;Vehicle;;
2PM;42426;FEBRUARY;2016;Friday;Intramuros;Electrical connection;1st Alarm;1,000.00;27;Residential;;
1AM;42428;FEBRUARY;2016;Sunday;Tondo;Under Investigation;5th Alarm;2,000,000.00;28;Residential;;
7AM;42428;FEBRUARY;2016;Sunday;Sampaloc;Candle;1st Alarm;5,000.00;28;Electrical;;
9AM;42429;FEBRUARY;2016;Monday;Tondo;Electrical connection;1st Alarm;200.00;28;Rubbish;;
4AM;42430;MARCH;2016;Tuesday;Santa Cruz;Cigarette Butt;1st Alarm;200.00;28;Electrical;;
6PM;42430;MARCH;2016;Tuesday;Sampaloc;Electrical connection;1st Alarm;500.00;28;ReCom;;
7PM;42430;MARCH;2016;Tuesday;Quiapo;Arson;Task force Charlie;2,000,000.00;28;Residential;;
7PM;42430;MARCH;2016;Tuesday;Tondo;Electrical connection;1st Alarm;500.00;28;Rubbish;;
12PM;42431;MARCH;2016;Wednesday;Tondo;Open flame;1st Alarm;2,000.00;27;Residential;;
3PM;42431;MARCH;2016;Wednesday;San Miguel;Open flame;1st Alarm;2,000.00;27;Residential;;
12PM;42432;MARCH;2016;Thursday;Santa Ana;Electrical connection;1st Alarm;5,000.00;27;Electrical;;
8AM;42433;MARCH;2016;Friday;Ermita;Electrical connection;1st Alarm;500.00;27;Residential;;
5AM;42434;MARCH;2016;Saturday;Pandacan;Electrical connection;1st Alarm;500.00;29;Residential;;
11AM;42434;MARCH;2016;Saturday;Sampaloc;Open flame;1st Alarm;2,000.00;29;Residential;;
8PM;42434;MARCH;2016;Saturday;Tondo;LPG Leak, Gas, Keresone, Charcoal Stove;1st Alarm;3,000.00;29;Electrical;;
11PM;42434;MARCH;2016;Saturday;San Andres;Electrical connection;1st Alarm;200.00;29;Commercial;;
7AM;42435;MARCH;2016;Sunday;Malate;Under Investigation;1st Alarm;10,000.00;30;Vehicle;;
6PM;42436;MARCH;2016;Monday;Tondo;Electrical connection;1st Alarm;2,000.00;29;Electrical;;
8PM;42436;MARCH;2016;Monday;Tondo;Electrical connection;1st Alarm;500.00;29;Residential;;
12PM;42437;MARCH;2016;Tuesday;Binondo;Under Investigation;3rd Alarm ;200,000.00;29;Residential;;
12AM;42438;MARCH;2016;Wednesday;Tondo;Under Investigation;Task force bravo;1,000,000.00;30;Electrical;;
2PM;42439;MARCH;2016;Thursday;Santa Ana;Electrical connection;1st Alarm;500.00;31;Electrical;;
10PM;42439;MARCH;2016;Thursday;Tondo;Electrical connection;1st Alarm;500.00;31;Residential;;
8AM;42441;MARCH;2016;Saturday;San Andres;Under Investigation;Task Force Alpha;5,000,000.00;29;Vehicle;;
1AM;42443;MARCH;2016;Monday;Santa Mesa;Other;1st Alarm;5,000.00;30;Commercial;;
6AM;42443;MARCH;2016;Monday;Santa Cruz;Electrical connection;1st Alarm;2,000.00;30;Residential;;
3PM;42443;MARCH;2016;Monday;Santa Ana;Candle;1st Alarm;2,000.00;30;Vehicle;;
12PM;42443;MARCH;2016;Monday;Port Area;Arson;as per request;100,000.00;30;Electrical;;
7PM;42444;MARCH;2016;Tuesday;Tondo;Electrical connection;1st Alarm;200.00;29;Residential;;
8PM;42446;MARCH;2016;Thursday;Ermita;Welding;1st Alarm;500.00;29;Residential;;
1PM;42446;MARCH;2016;Thursday;Tondo;LPG Leak, Gas, Keresone, Charcoal Stove;1st Alarm;500.00;29;ReCom;;
11AM;42448;MARCH;2016;Saturday;Tondo;Under Investigation;1st Alarm;5,000.00;30;Residential;;
1PM;42448;MARCH;2016;Saturday;Santa Mesa;Air-conditioned Fire/Air-cooler/Fan;2nd Alarm;20,000.00;30;Residential;;
9PM;42448;MARCH;2016;Saturday;Santa Mesa;Under Investigation;4th Alarm;1,500,000.00;30;Residential;;
5PM;42449;MARCH;2016;Sunday;Tondo;Under Investigation;2nd Alarm;10,000.00;30;ReCom;;
11PM;42449;MARCH;2016;Sunday;Tondo;Under Investigation;Task Force Alpha;5,000,000.00;30;Electrical;;
12PM;42451;MARCH;2016;Tuesday;Sampaloc;Electrical connection;1st Alarm;500.00;30;Rubbish;;
6PM;42451;MARCH;2016;Tuesday;Quiapo;Open flame;1st Alarm;200.00;30;Residential;;
8PM;42451;MARCH;2016;Tuesday;Quiapo;Arson;1st Alarm;5,000.00;30;Rubbish;;
2AM;42452;MARCH;2016;Wednesday;Quiapo;Open flame;1st Alarm;200.00;31;Rubbish;;
9AM;42452;MARCH;2016;Wednesday;Santa Mesa;Open flame;1st Alarm;500.00;31;Residential;;
9AM;42453;MARCH;2016;Thursday;Sampaloc;Matchstick and Lighter;1st Alarm;1,000.00;30;Electrical;;
12PM;42453;MARCH;2016;Thursday;Paco;Electrical connection;1st Alarm;200.00;30;Residential;;
1PM;42453;MARCH;2016;Thursday;Tondo;Electrical connection;1st Alarm;200.00;30;ReCom;;
4AM;42454;MARCH;2016;Friday;Malate;Under Investigation;3rd Alarm ;1,000,000.00;31;Electrical;;
7PM;42454;MARCH;2016;Friday;Sampaloc;Electrical connection;1st Alarm ;200.00;31;Electrical;;
11PM;42454;MARCH;2016;Friday;Pandacan;Electrical connection;1st Alarm;200.00;31;Residential;;
1AM;42456;MARCH;2016;Sunday;Santa Cruz;Open flame;1st Alarm;10,000.00;29;Vehicle;;
11AM;42456;MARCH;2016;Sunday;Malate;Electrical connection;1st Alarm;1,000.00;29;Electrical;;
3PM;42456;MARCH;2016;Sunday;Intramuros;Electrical connection;1st Alarm;500.00;29;Electrical;;
8PM;42456;MARCH;2016;Sunday;Malate;Electrical connection;1st Alarm;200.00;29;Vehicle;;
2PM;42457;MARCH;2016;Monday;Ermita;Under Investigation;1st Alarm;0;29;Residential;;
4PM;42457;MARCH;2016;Monday;Tondo;Candle;3rd Alarm;50,000.00;29;Residential;;
7PM;42458;MARCH;2016;Tuesday;Tondo;Candle;as per request;1,000.00;29;Vehicle;;
9AM;42459;MARCH;2016;Wednesday;Malate;Electrical connection;1st Alarm;500.00;30;Residential;;
11AM;42459;MARCH;2016;Wednesday;Tondo;Electrical connection;1st Alarm;500.00;30;Electrical;;
10PM;42459;MARCH;2016;Wednesday;Santa Mesa;Electrical connection;1st Alarm;200.00;30;Residential;;
10PM;42459;MARCH;2016;Wednesday;Tondo;Unattended cooking;1st Alarm;200.00;30;Grass fire;;
